C14ID,Period,C14Age,C14SD,LabCode,PhaseCode,SiteID,Material,MaterialSpecies,RectID
10359,UN,4515,55,OxA-5570,NULL,S2947,plant macrofossils,Corylus avellana,1467
10360,UN,4495,50,OxA-5591,NULL,S2947,plant macrofossils,Corylus avellana,1467
10361,UN,4445,55,OxA-5568,NULL,S2947,plant macrofossils,Corylus avellana,1467
10362,UN,4395,50,OxA-5585,NULL,S2947,plant macrofossils,Corylus avellana,1467
10363,UN,4385,55,OxA-5589,NULL,S2947,plant macrofossils,Corylus avellana,1467
10364,UN,4375,45,OxA-5587,NULL,S2947,plant macrofossils,Corylus avellana,1467
10365,UN,4360,90,OxA-5590,NULL,S2947,plant macrofossils,Corylus avellana,1467
10366,UN,4360,45,OxA-5588,NULL,S2947,plant macrofossils,Corylus avellana,1467
10367,UN,4320,75,OxA-5573,NULL,S2947,plant macrofossils,Corylus avellana,1467
10368,UN,4305,55,OxA-5569,NULL,S2947,plant macrofossils,Corylus avellana,1467
10369,UN,4270,90,OxA-5592,NULL,S2947,plant macrofossils,Corylus avellana,1467
10370,UN,4095,55,OxA-5579,NULL,S2947,plant macrofossils,Corylus avellana,1467
10371,UN,4025,55,OxA-5571,NULL,S2947,plant macrofossils,Corylus avellana,1467
10372,LN,3990,55,OxA-5572,MLM,S2947,plant macrofossils,Corylus avellana,1467
10373,LN,3980,50,OxA-5577,MLM,S2947,charcoal,NULL,1467
10374,LN,3935,65,OxA-5576,MLM,S2947,charcoal,NULL,1467
10375,LN,3920,55,OxA-5578,MLM,S2947,charcoal,NULL,1467
10376,LN,3710,50,OxA-5575,MLM,S2947,plant macrofossils,Hordeum sp.,1467
10377,NULL,4625,60,GrN-6503,OLDF1,S3194,NULL,NULL,1490
10378,NULL,4355,55,GrN-6777a,OLDF1,S3194,NULL,NULL,1490
10379,NULL,4300,60,GrN-6276,OLDF1,S3194,NULL,NULL,1490
10380,UM,6925,95,UB-702,NULL,S1199,soil,NULL,1457
10381,UN,4830,95,UB-694,NULL,S1199,charcoal,NULL,1457
10382,UN,4715,190,UB-698,NULL,S1199,charcoal,NULL,1457
10383,UN,4120,300,D-48,NULL,S1202,charcoal,NULL,1457
10384,UM,5880,800,OxA-2920,KOLG1,S2420,bone,NULL,1773
10385,UN,4233,59,BM-769,NULL,S1192,charcoal,NULL,1460
10386,UN,4225,67,BM-768,NULL,S1192,charcoal,NULL,1460
10387,UM,11010,120,CAR-1021,NULL,S3860,soil,NULL,1469
10388,UM,10010,80,CAR-1051,NULL,S3860,soil,NULL,1469
10389,UM,9720,80,CAR-1020,NULL,S3860,soil,NULL,1469
10390,UM,9700,70,OxA-3348,NULL,S3860,charcoal,Phragmites sp.,1469
10391,UM,9690,110,CAR-1047,NULL,S3860,soil,NULL,1469
10392,UM,9680,110,CAR-1026,NULL,S3860,soil,NULL,1469
10393,UM,9680,70,OxA-3347,NULL,S3860,wood,NULL,1469
10394,UM,9670,120,CAR-928,NULL,S3860,charcoal,NULL,1469
10395,UM,9660,110,CAR-930,NULL,S3860,charcoal,NULL,1469
10396,UM,9640,70,OxA-3349,NULL,S3860,wood,NULL,1469
10397,UM,9630,100,OxA-3351,NULL,S3860,plant macrofossils,NULL,1469
10398,UM,9580,70,OxA-3345,NULL,S3860,charcoal,Phragmites sp.,1469
10399,UM,9560,70,OxA-3346,NULL,S3860,wood,NULL,1469
10400,UM,9540,110,CAR-1024,NULL,S3860,soil,NULL,1469
10401,UM,9500,70,OxA-3350,NULL,S3860,plant macrofossils,NULL,1469
10402,UM,9480,100,CAR-1025,NULL,S3860,soil,NULL,1469
10403,UM,9420,70,OxA-3343,NULL,S3860,plant macrofossils,NULL,1469
10404,UM,9410,110,CAR-1018,NULL,S3860,soil,NULL,1469
10405,UM,9410,110,CAR-1019,NULL,S3860,soil,NULL,1469
10406,UM,9390,70,OxA-3342,NULL,S3247,NULL,NULL,1469
10407,UM,9385,115,OxA-4376,NULL,S3860,wood,NULL,1469
10408,UM,9360,70,OxA-3344,NULL,S3860,plant macrofossils,NULL,1469
10409,UM,9310,80,CAR-1050,NULL,S3860,soil,NULL,1469
10410,UM,9290,60,CAR-1023,NULL,S3860,soil,NULL,1469
10411,UM,9240,110,CAR-1049,NULL,S3860,soil,NULL,1469
10412,UM,8940,90,OxA-4377,NULL,S3860,wood,NULL,1469
10413,UM,8810,100,CAR-1048,NULL,S3860,soil,NULL,1469
10414,UM,8670,90,CAR-1022,NULL,S3860,soil,NULL,1469
10415,UM,8580,90,CAR-1017,NULL,S3860,soil,NULL,1469
10416,UM,9350,90,OxA-2343,NULL,S3860,resin,NULL,1469
10417,UM,9700,160,OxA-1176,NULL,S3856,antler,Cervus elaphus,1469
10418,UM,9500,120,OxA-1154,NULL,S3856,antler,Cervus elaphus,1469
10420,UM,9488,350,C-353,NULL,S3860,wood,NULL,1469
10421,UM,10413,210,Q-66,NULL,S1916,soil,NULL,1469
10422,UM,9440,100,Lu-1809,NULL,S1472,charcoal,NULL,1452
10423,UM,5680,60,Lu-2223,NULL,S1472,peat,NULL,1452
10424,UM,5220,60,Lu-2021,NULL,S1472,peat,NULL,1452
10425,UM,5210,60,Lu-2224,NULL,S2305,peat,NULL,1524
10426,UN,4710,100,St-7624,NULL,S1472,charcoal,NULL,1452
10427,UN,4475,140,St-9030,NULL,S1472,charcoal,NULL,1452
10428,UN,4940,85,Lu-1810,NULL,S1472,charcoal,NULL,1452
10429,UN,4940,85,Lu-1818,NULL,S1472,charcoal,NULL,1452
10430,UN,4250,75,Lu-1947,NULL,S1472,charcoal,NULL,1452
10431,UN,3970,75,Lu-1948,NULL,S1472,charcoal,NULL,1452
10432,UM,8210,150,HAR-6498,NULL,S3268,NULL,NULL,1469
10433,UM,9940,100,OxA-1030,NULL,S3703,animal bone,Canis familiaris,1469
10434,UM,9790,180,BM-2350,NULL,S3703,animal bone,Equus ferus,1469
10435,UM,8740,120,BM-1841R,NULL,S3703,animal bone,Bos sp.,1469
10436,NULL,4775,140,UB-412,NULL,S1689,charcoal,NULL,1458
10437,NULL,4565,135,UB-413,NULL,S1689,charcoal,NULL,1458
10438,NULL,5750,85,Lu-1840,NULL,S1472,charcoal,NULL,1452
10439,UN,5000,65,Lu-1808,NULL,S1472,charcoal,NULL,1452
10440,UN,5240,80,Lu-1441,NULL,S1472,charcoal,NULL,1452
10441,UN,5040,60,Lu-1698,NULL,S1472,charcoal,NULL,1452
10442,UN,4320,75,Lu-1750,NULL,S1472,charcoal,NULL,1452
10443,LM,6590,70,KN-2246,ROHO,S3535,charcoal,Quercus sp.,1492
10444,LM,6390,65,KN-2464,ROHO,S3535,wood,NULL,1492
10445,LM,6350,60,KN-2463,ROHO,S3535,wood,NULL,1492
10446,LM,6290,75,KN-2096,ROHO,S3535,charcoal,NULL,1492
10447,LM,6260,65,KN-2777,ROHO,S3535,wood,NULL,1492
10448,LM,6200,75,KN-2252,ROHO,S3535,charcoal,NULL,1492
10449,LM,6190,65,KN-2837,ROHO,S3535,wood,NULL,1492
10450,LM,6190,50,KN-2343,ROHO,S3535,wood,NULL,1492
10451,LM,6180,70,KN-2119,ROHO,S3535,wood,NULL,1492
10452,LM,6170,55,KN-2238,ROHO,S3535,charcoal,NULL,1492
10453,LM,6120,85,KN-2193,ROHO,S3535,charcoal,NULL,1492
10454,LM,6120,65,KN-2198,ROHO,S3535,charcoal,NULL,1492
10455,LM,6080,145,KN-2820,ROHO,S3535,charcoal,NULL,1492
10456,LM,6080,85,KN-2186,ROHO,S3535,charcoal,NULL,1492
10457,LM,6060,75,KN-1936,ROHO,S3535,wood,NULL,1492
10458,LM,6020,65,KN-2242,ROHO,S3535,charcoal,NULL,1492
10459,LM,6020,60,KN-2251,ROHO,S3535,charcoal,NULL,1492
10460,LM,6010,70,KN-2281,ROHO,S3535,wood,NULL,1492
10461,LM,6010,55,KN-2338,ROHO,S3535,charcoal,NULL,1492
10462,LM,6010,50,KN-2310,ROHO,S3535,wood,Quercus sp.,1492
10465,LM,6000,45,KN-1504,ROHO,S3535,wood,NULL,1492
10466,LM,5980,95,KN-2337,ROHO,S3535,charcoal,NULL,1492
10467,LM,5980,85,KN-3666,ROHO,S3535,peat,NULL,1492
10468,LM,5980,75,KN-2194,ROHO,S3535,wood,NULL,1492
10469,LM,5980,50,KN-2177,ROHO,S3535,charcoal,NULL,1492
10470,LM,5970,70,KN-2098,ROHO,S3535,charcoal,NULL,1492
10471,LM,5960,85,KN-2099,ROHO,S3535,bone,NULL,1492
10472,LM,5960,65,OxA-3327,ROHO,S3535,animal bone,Bos taurus,1492
10473,LM,5960,60,KN-2191,ROHO,S3535,charcoal,NULL,1492
10474,LM,5953,54,KN-4537,ROHO,S3535,NULL,NULL,1492
10475,LM,5950,55,KN-2253,ROHO,S3535,wood,NULL,1492
10478,LM,5940,80,KN-1985,ROHO,S3535,NULL,NULL,1492
10479,LM,5930,65,KN-2309,ROHO,S3535,charcoal,NULL,1492
10480,LM,5920,70,KN-2244,ROHO,S3535,charcoal,NULL,1492
10483,LM,5910,80,KN-1983,ROHO,S3535,charcoal,NULL,1492
10484,LM,5910,70,KN-2348,ROHO,S3535,NULL,NULL,1492
10485,LM,5910,65,KN-2311,ROHO,S3535,charcoal,NULL,1492
10486,LM,5890,185,KN-2819,ROHO,S3535,charcoal,NULL,1492
10487,LM,5880,65,KN-2139,ROHO,S3535,charcoal,NULL,1492
10488,LM,5870,85,KN-2346,ROHO,S3535,NULL,NULL,1492
10489,LM,5870,70,KN-2312,ROHO,S3535,charcoal,NULL,1492
10490,LM,5870,65,KN-2237,ROHO,S3535,charcoal,NULL,1492
10493,LM,5870,55,KN-1988,ROHO,S3535,charcoal,NULL,1492
10494,LM,5860,60,KN-2179,ROHO,S3535,charcoal,NULL,1492
10495,LM,5860,60,KN-2243,ROHO,S3535,charcoal,NULL,1492
10496,LM,5850,60,KN-2216,ROHO,S3535,charcoal,NULL,1492
10497,LM,5840,80,KN-2824,ROHO,S3535,wood,NULL,1492
10498,LM,5840,65,KN-1986,ROHO,S3535,charcoal,NULL,1492
10499,LM,5830,120,KN-2187,ROHO,S3535,charcoal,NULL,1492
10500,LM,5830,85,KN-2175,ROHO,S3535,charcoal,NULL,1492
10501,LM,5830,80,KN-2254,ROHO,S3535,NULL,NULL,1492
10504,LM,5830,40,KN-1492,ROHO,S3535,charcoal,NULL,1492
10507,LM,5820,60,KN-2121,ROHO,S3535,NULL,NULL,1492
10508,LM,5810,75,KN-2236,ROHO,S3535,wood,NULL,1492
10509,LM,5800,60,KN-2195,ROHO,S3535,charcoal,NULL,1492
10510,LM,5790,70,KN-2176,ROHO,S3535,bone,NULL,1492
10511,LM,5790,65,KN-2282,ROHO,S3535,NULL,NULL,1492
10514,LM,5790,40,KN-1493,ROHO,S3535,charcoal,NULL,1492
10515,LM,5780,70,KN-2184,ROHO,S3535,charcoal,NULL,1492
10516,LM,5780,65,KN-2465,ROHO,S3535,wood,NULL,1492
10517,LM,5780,60,KN-2308,ROHO,S3535,wood,NULL,1492
10520,LM,5770,70,KN-2122,ROHO,S3535,NULL,NULL,1492
10521,LM,5750,75,KN-2347,ROHO,S3535,charcoal,NULL,1492
10522,LM,5750,55,KN-2250,ROHO,S3535,wood,NULL,1492
10523,LM,5740,65,KN-2838,ROHO,S3535,wood,NULL,1492
10526,LM,5730,40,KN-1509,ROHO,S3535,NULL,NULL,1492
10527,LM,5700,75,KN-2828,ROHO,S3535,wood,NULL,1492
10528,LM,5690,75,KN-2190,ROHO,S3535,charcoal,NULL,1492
10529,LM,5690,55,KN-2183,ROHO,S3535,charcoal,NULL,1492
10530,LM,5680,65,KN-2235,ROHO,S3535,charcoal,NULL,1492
10531,LM,5670,80,KN-2136,ROHO,S3535,charcoal,NULL,1492
10532,LM,5660,90,KN-2249,ROHO,S3535,charcoal,NULL,1492
10535,LM,5660,65,KN-2123,ROHO,S3535,wood,NULL,1492
10536,LM,5660,60,KN-2307,ROHO,S3535,charcoal,NULL,1492
10537,LM,5660,60,KN-2335,ROHO,S3535,NULL,NULL,1492
10538,LM,5650,60,KN-2486,ROHO,S3535,charcoal,NULL,1492
10539,LM,5650,55,KN-2785,ROHO,S3535,NULL,NULL,1492
10542,LM,5650,40,KN-1510,ROHO,S3535,charcoal,NULL,1492
10543,LM,5640,65,KN-1989,ROHO,S3535,wood,NULL,1492
10544,LM,5640,60,KN-2502,ROHO,S3535,wood,NULL,1492
10545,LM,5640,60,KN-4541,ROHO,S3535,wood,NULL,1492
10546,LM,5640,55,KN-2342,ROHO,S3535,wood,NULL,1492
10547,LM,5640,40,KN-1529,ROHO,S3535,charcoal,Fraxinus sp.,1492
10548,LM,5630,45,KN-2241,ROHO,S3535,bone,NULL,1492
10549,LM,5610,75,KN-2245,ROHO,S3535,wood,NULL,1492
10550,LM,5610,60,KN-2232,ROHO,S3535,charcoal,NULL,1492
10551,LM,5600,80,KN-2102,ROHO,S3535,charcoal,NULL,1492
10552,LM,5600,65,KN-2197,ROHO,S3535,charcoal,NULL,1492
10553,LM,5600,65,KN-2306,ROHO,S3535,charcoal,NULL,1492
10554,LM,5600,50,KN-2200,ROHO,S3535,NULL,NULL,1492
10557,LM,5600,45,KN-1502,ROHO,S3535,charcoal,NULL,1492
10558,LM,5590,75,KN-2178,ROHO,S3535,charcoal,NULL,1492
10559,LM,5580,70,KN-2140,ROHO,S3535,charcoal,NULL,1492
10560,LM,5580,55,KN-2117,ROHO,S3535,NULL,NULL,1492
10561,LM,5550,65,KN-2185,ROHO,S3535,wood,Quercus sp.,1492
10562,LM,5550,55,KN-2149,ROHO,S3535,wood,NULL,1492
10563,LM,5540,65,KN-2336,ROHO,S3535,wood,NULL,1492
10564,LM,5530,50,KN-2181,ROHO,S3535,charcoal,NULL,1492
10565,LM,5520,80,KN-2192,ROHO,S3535,NULL,NULL,1492
10568,LM,5520,65,KN-2280,ROHO,S3535,charcoal,NULL,1492
10569,LM,5515,59,KN-4542,ROHO,S3535,wood,NULL,1492
10570,LM,5510,80,KN-2213,ROHO,S3535,charcoal,NULL,1492
10571,LM,5510,70,KN-2341,ROHO,S3535,charcoal,NULL,1492
10572,LM,5490,60,KN-2248,ROHO,S3535,charcoal,NULL,1492
10573,LM,5490,60,KN-2817,ROHO,S3535,charcoal,Quercus sp.,1492
10574,LM,5490,60,KN-2826,ROHO,S3535,wood,NULL,1492
10575,LM,5470,80,KN-2234,ROHO,S3535,wood,NULL,1492
10576,LM,5470,60,KN-2212,ROHO,S3535,charcoal,NULL,1492
10577,LM,5470,60,KN-2313,ROHO,S3535,wood,NULL,1492
10578,LM,5460,65,KN-2151,ROHO,S3535,charcoal,Ulmus sp.,1492
10579,LM,5460,65,KN-2233,ROHO,S3535,charcoal,NULL,1492
10580,LM,5460,65,KN-2340,ROHO,S3535,charcoal,NULL,1492
10581,LM,5460,50,KN-2240,ROHO,S3535,charcoal,NULL,1492
10582,LM,5450,70,KN-1984,ROHO,S3535,charcoal,NULL,1492
10583,LM,5450,60,KN-2809,ROHO,S3535,charcoal,NULL,1492
10584,LM,5447,59,KN-4540,ROHO,S3535,charcoal,NULL,1492
10585,LM,5410,80,KN-2182,ROHO,S3535,bone,NULL,1492
10586,LM,5410,60,KN-2466,ROHO,S3535,charcoal,NULL,1492
10587,LM,5410,55,KN-2305,ROHO,S3535,charcoal,NULL,1492
10588,LM,5390,75,KN-2180,ROHO,S3535,wood,NULL,1492
10589,LM,5390,65,KN-2278,ROHO,S3535,wood,NULL,1492
10590,LM,5380,65,KN-2231,ROHO,S3535,charcoal,NULL,1492
10591,LM,5380,60,KN-2808,ROHO,S3535,charcoal,NULL,1492
10592,LM,5380,40,KN-1500,ROHO,S3535,NULL,NULL,1492
10594,LM,5370,95,KN-2279,ROHO,S3535,NULL,NULL,1492
10595,LM,5370,50,KN-2135,ROHO,S3535,charcoal,NULL,1492
10596,LM,5360,65,KN-2189,ROHO,S3535,bone,NULL,1492
10597,LM,5360,65,KN-2199,ROHO,S3535,wood,NULL,1492
10598,LM,5350,75,KN-2148,ROHO,S3535,NULL,NULL,1492
10599,LM,5340,75,KN-2147,ROHO,S3535,wood,NULL,1492
10600,LM,5340,55,KN-2334,ROHO,S3535,charcoal,NULL,1492
10601,LM,5340,40,KN-2101,ROHO,S3535,wood,NULL,1492
10602,LM,5330,75,KN-2152,ROHO,S3535,charcoal,NULL,1492
10603,LM,5330,70,KN-2118,ROHO,S3535,charcoal,NULL,1492
10604,LM,5330,55,KN-2345,ROHO,S3535,NULL,NULL,1492
10605,LM,5310,60,KN-2816,ROHO,S3535,charcoal,NULL,1492
10606,LM,5300,45,KN-2100,ROHO,S3535,charcoal,NULL,1492
10607,LM,5280,60,KN-2214,ROHO,S3535,charcoal,NULL,1492
10608,LM,5270,75,KN-2138,ROHO,S3535,wood,NULL,1492
10609,LM,5270,50,KN-2120,ROHO,S3535,charcoal,NULL,1492
10610,LM,5250,70,KN-2815,ROHO,S3535,wood,Quercus sp.,1492
10611,LM,5240,55,KN-2827,ROHO,S3535,charcoal,NULL,1492
10612,LM,5230,70,KN-2215,ROHO,S3535,charcoal,NULL,1492
10613,LM,5230,65,KN-2150,ROHO,S3535,wood,NULL,1492
10614,LM,5230,60,KN-2503,ROHO,S3535,charcoal,NULL,1492
10615,LM,5220,50,KN-1711,ROHO,S3535,charcoal,NULL,1492
10616,LM,5210,70,KN-2188,ROHO,S3535,wood,NULL,1492
10617,LM,5210,60,KN-2818,ROHO,S3535,charcoal,NULL,1492
10618,LM,5190,55,KN-2783,ROHO,S3535,charcoal,NULL,1492
10619,LM,5180,65,KN-2153,ROHO,S3535,wood,NULL,1492
10620,LM,5160,55,KN-2196,ROHO,S3535,charcoal,NULL,1492
10621,LM,5140,55,KN-2339,ROHO,S3535,wood,NULL,1492
10622,LM,5130,55,KN-2344,ROHO,S3535,wood,NULL,1492
10623,LM,5080,65,KN-2247,ROHO,S3535,wood,NULL,1492
10624,LM,5080,40,KN-1498,ROHO,S3535,wood,NULL,1492
10625,LM,5050,65,KN-2314,ROHO,S3535,wood,NULL,1492
10626,LM,5010,60,KN-2239,ROHO,S3535,wood,NULL,1492
10627,LM,5000,60,KN-2814,ROHO,S3535,charcoal,NULL,1492
10628,LM,4980,70,KN-3894,ROHO,S3535,wood,NULL,1492
10629,LM,4950,60,KN-2825,ROHO,S3535,wood,NULL,1492
10630,LM,4920,60,KN-1497,ROHO,S3535,charcoal,NULL,1492
10631,LM,4910,70,KN-2843,ROHO,S3535,wood,NULL,1492
10632,LM,4910,60,KN-2833,ROHO,S3535,charcoal,NULL,1492
10633,LM,4890,65,KN-2103,ROHO,S3535,peat,NULL,1492
10634,LM,4880,75,KN-2137,ROHO,S3535,wood,NULL,1492
10635,LM,4870,60,KN-2784,ROHO,S3535,charcoal,NULL,1492
10636,LM,4820,130,KN-2842,ROHO,S3535,wood,NULL,1492
10637,LM,4820,75,KN-2831,ROHO,S3535,wood,NULL,1492
10638,LM,4810,60,KN-2834,ROHO,S3535,wood,NULL,1492
10639,LM,4790,70,KN-2830,ROHO,S3535,charcoal,Fraxinus sp.,1492
10640,LM,4790,60,KN-2776,ROHO,S3535,wood,NULL,1492
10641,LM,4710,60,KN-2467,ROHO,S3535,charcoal,NULL,1492
10642,LM,4560,65,KN-2104,ROHO,S3535,wood,NULL,1492
10643,LM,4530,60,KN-2841,ROHO,S3535,wood,NULL,1492
10644,LM,4510,70,KN-2836,ROHO,S3535,wood,NULL,1492
10645,LM,4510,55,KN-2829,ROHO,S3535,wood,NULL,1492
10646,LM,4500,50,KN-2840,ROHO,S3535,wood,NULL,1492
10647,LM,4490,60,KN-2832,ROHO,S3535,wood,NULL,1492
10648,LM,4490,55,KN-2485,ROHO,S3535,charcoal,NULL,1492
10650,LM,4480,55,KN-2484,ROHO,S3535,wood,NULL,1492
10651,LM,4400,50,KN-1962,ROHO,S3535,wood,NULL,1492
10652,LM,4340,40,KN-2105,ROHO,S3535,wood,NULL,1492
10653,LM,4190,55,KN-2782,ROHO,S3535,wood,NULL,1492
10654,NULL,3910,120,KN-2839,NULL,S3535,wood,NULL,1492
10655,LM,6140,35,KIA-6995,WNGL2,S4190,carbonised residue,NULL,1491
10656,LM,5510,54,KIA-6997,WNGL2,S4190,carbonised residue,NULL,1491
10657,LM,5505,36,KIA-6998,WNGL2,S4190,carbonised residue,NULL,1491
10658,LM,5460,50,KIA-4221,WNGL2,S4190,carbonised residue,NULL,1491
10659,LM,5440,30,KIA-6994,WNGL2,S4190,carbonised residue,NULL,1491
10660,LM,5420,46,KIA-6992,WNGL2,S4190,carbonised residue,NULL,1491
10661,LM,5390,40,KIA-4220,WNGL2,S4190,carbonised residue,NULL,1491
10662,LM,5340,32,KIA-6993,WNGL2,S4190,carbonised residue,NULL,1491
10663,LM,5305,38,KIA-6991,WNGL2,S4190,carbonised residue,NULL,1491
10664,LM,5295,44,KIA-7000,WNGL2,S4190,carbonised residue,NULL,1491
10666,EN,5230,38,KIA-6999,WNGL1,S4190,carbonised residue,NULL,1491
10667,EN,5200,56,KIA-7002,WNGL1,S4190,carbonised residue,NULL,1491
10668,EN,5180,40,KIA-4219,WNGL1,S4190,carbonised residue,NULL,1491
10670,EN,5160,40,KIA-4217,WNGL1,S4190,carbonised residue,NULL,1491
10674,EN,5055,30,KIA-6996,WNGL1,S4190,carbonised residue,NULL,1491
10675,NULL,5010,40,KIA-4218,NULL,S4190,carbonised residue,NULL,1491
10683,UN,5020,170,D-37,NULL,S2417,charcoal,NULL,1457
10684,UN,4680,95,SI-1450,NULL,S1197,charcoal,NULL,1451
10685,UN,4575,105,SI-1454,NULL,S1197,charcoal,NULL,1451
10686,UN,4575,90,SI-1451,NULL,S1197,charcoal,NULL,1451
10687,UN,4530,95,SI-1453,NULL,S1197,charcoal,NULL,1451
10688,UN,4480,90,SI-1452,NULL,S1197,charcoal,NULL,1451
10689,UN,4270,90,SI-1463,NULL,S1197,charcoal,NULL,1451
10690,UN,4270,85,SI-1462,NULL,S1197,charcoal,NULL,1451
10691,UN,4190,100,SI-1461,NULL,S1197,charcoal,NULL,1451
10692,UN,4055,130,SI-1460,NULL,S1197,charcoal,NULL,1451
10693,EMN,4400,40,KN-1506,ODLA77,S3193,charcoal,NULL,1491
10694,MN,4410,40,KN-I.494,HESU,S2228,charcoal,NULL,1492
10695,MN,4400,40,KN-I.512,HESU,S2228,charcoal,NULL,1492
10696,MN,4390,40,KN-I.508,HESU,S2228,charcoal,NULL,1492
10697,MN,4370,45,KN-I.507,HESU,S2228,charcoal,NULL,1492
10698,MN,4160,45,KN-I.458,HESU,S2228,charcoal,NULL,1492
10699,MN,3950,40,KN-I.491,HESU,S2228,charcoal,NULL,1492
10700,MN,3770,80,KN-I.425,HESU,S2228,charcoal,NULL,1492
10701,UN,4460,115,SI-1464,NULL,S2026,charcoal,NULL,1450
10702,UM,6015,75,UB-2544,NULL,S3167,NULL,NULL,1463
10703,UM,5650,50,UB-2546,NULL,S3167,NULL,NULL,1463
10704,UM,5555,40,UB-2545,NULL,S3167,NULL,NULL,1463
10705,UM,5520,85,UB-2712,NULL,S3167,NULL,NULL,1463
10706,UM,5500,70,GU-1664,NULL,S1853,wood,Betula sp.,1463
10707,UM,5480,90,UB-2713,NULL,S3167,NULL,NULL,1463
10708,UM,4925,165,UB-2711,NULL,S3167,NULL,NULL,1463
10709,UM,7380,370,Q-1356,NULL,S1853,charcoal,NULL,1463
10710,UM,6752,156,BM-1216,NULL,S3014,charcoal,NULL,1463
10711,NULL,6310,72,BM-838,NULL,S2394,charcoal,NULL,1461
10712,NULL,4381,58,BM-839,NULL,S2394,wood,NULL,1461
10713,NULL,4300,52,BM-840,NULL,S2394,wood,NULL,1461
10714,UM,4028,54,BM-1385,NULL,S3014,charcoal,NULL,1463
10715,LM,6060,200,Y-440,ERT1,S1820,wood,NULL,1490
10716,LM,6050,110,H-238/225,ERT1,S1820,charcoal,NULL,1490
10717,LM,5170,110,KI-152,ERT1,S1820,wood,Quercus sp.,1490
10718,LMEN,6060,200,Y-268,ELL1,S1821,NULL,NULL,1490
10719,UN,4350,50,UB-2379,NULL,S1120,charcoal,NULL,1456
10720,UN,4090,105,UB-2380,NULL,S1120,charcoal,NULL,1456
10721,UM,9430,390,Q-1560,NULL,S3013,charcoal,NULL,1467
10722,UM,6110,50,BM-2694,NULL,S3467,charcoal,Quercus sp.,1460
10723,LM,5790,50,BM-2693,NULL,S2211,charcoal,Quercus sp.,1460
10724,LM,5170,50,BM-2695,NULL,S2211,NULL,NULL,1460
10725,NULL,5170,60,UtC-8112,PARW1,S3258,charred food residue,NULL,1496
10726,NULL,5158,43,UtC-8109,PARW1,S3258,charred food residue,NULL,1496
10727,NULL,5138,43,UtC-8110,PARW1,S3258,human bone,Homo sapiens,1496
10728,NULL,5088,47,UtC-8111,PARW1,S3258,charred food residue,NULL,1496
10729,LMEN,5753,46,UtC-9732,PRHN1,S3388,bone,NULL,1495
10730,NULL,4751,45,UtC-9730,NULL,S3388,bone,NULL,1495
10731,NULL,4720,39,UtC-8108,NULL,S3388,human bone,Homo sapiens,1495
10732,NULL,4609,47,UtC-9612,NULL,S3388,bone,NULL,1495
10733,NULL,868,40,UtC-9731,NULL,S3388,bone,NULL,1495
10734,NULL,3990,120,Bln-991,LANC,S2598,charcoal,NULL,1497
10735,NULL,3885,100,Bln-992,LANC,S2598,charcoal,NULL,1497
10737,UN,4960,85,UB-2115,NULL,S4055,charcoal,NULL,1454
10738,UN,4890,65,UB-2119,NULL,S4055,charcoal,NULL,1454
10739,UN,4785,85,UB-2120,NULL,S4055,charcoal,NULL,1454
10740,UN,4575,50,UB-2114,NULL,S4055,charcoal,NULL,1454
10741,UN,4445,130,UB-2116,NULL,S4055,charcoal,NULL,1454
10742,UN,4474,52,BM-676,NULL,S2602,charcoal,NULL,1463
10743,LM,5471,41,UtC-7452,RAAU,S3426,bone,NULL,1496
10745,LM,5455,100,Bln-562,RAAU,S3426,charcoal,Quercus sp.,1496
10746,LM,5395,42,KIA-12053,RAAU,S3426,bone,NULL,1496
10747,LM,5269,39,KIA-12129,RAAU,S3426,bone,NULL,1496
10748,LM,5248,33,KIA-12055,RAAU,S3426,charcoal,NULL,1496
10749,LM,5196,32,KIA-12473,RAAU,S3426,bone,NULL,1496
10750,LM,4766,37,KIA-12130,RAAU,S3426,bone,NULL,1496
10751,NULL,8270,80,BM-1725,NULL,S2390,animal bone,Bos sp.,1467
10752,LM,5927,35,KIA-12048,LIET,S2802,bone,NULL,1496
10753,LM,5815,100,Bln-561,LIBU,S2801,wood,Quercus sp.,1496
10754,LM,5767,33,KIA-12051,LIET,S2802,bone,NULL,1496
10755,LM,5603,33,KIA-12050,LIET,S2802,bone,NULL,1496
10756,LM,5190,120,Bln-560,LIBU,S2801,charcoal,Fraxinus sp.,1496
10757,NULL,4441,59,KIA-12049,NULL,S2802,bone,NULL,1496
10758,UM,7500,150,Q-632.01,NULL,S3477,soil,NULL,1389
10759,UM,7345,150,Q-632.02,NULL,S3477,soil,NULL,1389
10760,UN,5380,120,Q-770,NULL,S3477,charcoal,NULL,1389
10761,LMEN,3680,120,Q-633,NULL,S3477,charcoal,NULL,1389
10763,UN,5070,50,BM-2061,NULL,S3887,charcoal,NULL,1399
10764,UN,4720,60,BM-1966,NULL,S3887,charcoal,NULL,1399
10765,UN,4720,50,BM-1969,NULL,S3887,charcoal,Quercus sp.,1399
10766,UN,4690,60,BM-1968,NULL,S3887,charcoal,NULL,1399
10767,UN,4630,80,BM-2011,NULL,S3887,charcoal,NULL,1399
10768,UN,4630,70,BM-2014,NULL,S3887,charcoal,NULL,1399
10769,UN,4620,60,BM-1967,NULL,S3887,charcoal,Quercus sp.,1399
